train_loss,val_loss,train_acc,val_acc,val_f1
3.928385712883689,3.767225646972656,17.652313739503306,32.68608414239482,0.05850861729551821
3.4472134546800093,3.2691039085388183,39.574772199392534,43.52750809061489,0.19464007973362143
3.157670283859426,3.117201256752014,46.757191352510276,48.05825242718446,0.27087641885974156
3.0177982178601352,2.9977093935012817,51.00946935858496,49.029126213592235,0.323061828298911
2.919161942872134,2.8790345430374145,53.01054136144363,55.663430420711975,0.3674484584960143
2.8282198147340254,2.8292000770568846,55.63694836519564,54.69255663430421,0.37669510430860714
2.7766134359619836,2.8041722536087037,57.74522065392174,59.22330097087379,0.39774955489843855
2.7229616181416945,2.7088515996932983,59.22815794175451,63.10679611650485,0.4236548406272968
2.6767879101363095,2.6861655473709107,61.354296944791855,62.297734627831716,0.41974205887063304
2.630776882171631,2.642798137664795,62.390566374843665,64.5631067961165,0.45219039595077604
2.604539854960008,2.597827744483948,63.56976951938538,66.50485436893204,0.4444281238606284
2.575672214681452,2.5965980768203734,64.3737716633911,67.47572815533981,0.485415272521949
2.549395512450825,2.5773545503616333,65.71377523673397,67.31391585760518,0.45387331125248415
2.527669912034815,2.533483791351318,66.17830980882616,67.79935275080906,0.4677944001047725
2.5094723295081747,2.5749338388442995,67.85778095408254,70.55016181229773,0.4817981994482798
2.4804798554290426,2.5191039085388183,68.50098266928711,65.37216828478964,0.5076320744920796
2.4629576206207275,2.517599034309387,69.78738609969626,72.00647249190939,0.5258359102051068
2.4445677670565518,2.492136287689209,70.07325352867608,72.97734627831716,0.5252879898459734
2.4428197849880564,2.4797120809555055,71.07378953010542,70.22653721682848,0.5030444616051837
2.419367863373323,2.4833229303359987,71.14525638735037,69.7411003236246,0.5346842236965166
2.40841282768683,2.4289026260375977,72.28872610326961,71.35922330097087,0.5299801289938685
2.395410031080246,2.4623626232147218,72.41379310344827,71.5210355987055,0.533487746457659
2.3841413083401592,2.467830777168274,72.78899410398428,72.6537216828479,0.5068329311089185
2.383379817008972,2.4121015548706053,72.32445953189209,69.57928802588997,0.528698904507261
2.36735644123771,2.426191210746765,73.34286224763267,73.7864077669903,0.558093392955922
2.3629197017713026,2.39862916469574,73.968197248526,73.62459546925567,0.5603978724403774
2.3569096462293104,2.4533544063568113,73.48579596212257,69.41747572815534,0.5011128189717223
2.3539920936931265,2.389466094970703,73.968197248526,72.97734627831716,0.5562949517196889
2.3388005522164432,2.4072792530059814,74.28979810612829,71.68284789644012,0.542520786384631
2.333474251356992,2.415165066719055,74.79006610684296,74.11003236245955,0.5679230821073702
2.3276685124093834,2.4280301570892333,75.02233339288905,72.00647249190939,0.572474905409201
2.3174838491461496,2.370994520187378,75.18313382169019,73.7864077669903,0.5796259546542606
2.3166182826865804,2.421862769126892,75.77273539396106,71.03559870550161,0.5356590436295401
2.30405607548627,2.4075802326202393,75.43326782204753,73.7864077669903,0.5382705318571314
2.293427516113628,2.3631269454956056,76.29087010898695,74.91909385113269,0.5745863057940624
2.2849995507435366,2.354177689552307,76.32660353760943,75.5663430420712,0.5496420791608942
2.2842163064263086,2.4303725242614744,76.11220296587457,72.97734627831716,0.5620878391376376
